label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,imageBucket
1,0,0,0,1,0,0,0,0,0,68
0,0,1,1,0,0,0,0,1,0,69
1,1,1,0,0,0,0,0,0,0,70
0,1,0,1,0,0,0,1,0,0,71
1,1,0,0,0,0,0,1,0,0,72
0,0,0,0,0,1,1,1,0,0,73
0,1,0,1,0,1,0,0,0,0,74
0,1,0,0,0,1,1,0,0,0,75
0,0,0,0,0,0,1,0,1,1,76
0,0,1,1,0,0,0,0,1,0,77
0,0,0,0,0,1,1,0,0,1,78
1,0,0,0,1,0,1,0,0,0,79
0,1,0,1,0,0,0,0,1,0,80
0,0,1,0,1,0,1,1,0,0,81
1,1,0,1,0,0,0,0,0,0,82
0,0,0,1,0,1,1,0,0,1,83
0,1,0,0,0,0,1,0,1,0,84
0,1,0,1,0,0,0,0,0,1,85
0,1,1,0,1,1,0,0,0,0,86
0,0,0,1,1,1,0,0,0,0,87
0,1,0,0,0,0,1,0,1,0,88
0,0,1,1,1,0,0,0,0,0,89
0,1,1,0,0,0,0,1,0,0,90
0,0,0,0,1,1,0,1,0,0,91
0,1,0,1,1,1,0,0,0,0,92
0,1,1,0,1,0,0,1,0,0,93
0,1,0,1,0,0,1,0,0,0,94
0,0,1,1,0,0,1,0,0,0,95
0,1,1,1,0,0,0,0,0,0,96
0,1,0,1,0,1,0,1,0,0,97
0,0,0,1,0,0,0,0,1,1,98
1,1,0,0,0,0,0,0,1,0,99
0,0,1,1,0,0,0,0,1,0,100
0,1,0,0,0,0,0,1,0,0,101
0,1,0,1,0,0,1,0,0,0,102
1,1,0,0,0,0,0,0,1,0,103
0,0,0,0,1,1,0,0,0,0,104
1,1,0,0,0,1,0,0,0,0,105
0,0,0,0,0,1,1,0,1,1,106
0,0,0,0,1,1,1,0,0,0,107
1,0,0,0,1,0,1,0,0,0,108
1,1,0,0,0,1,0,0,1,0,109
1,0,1,0,0,1,0,0,1,0,110
0,1,1,0,1,0,0,0,0,0,111
0,0,0,0,1,1,0,0,1,0,112
0,0,0,1,0,0,0,1,0,1,113
0,1,1,1,0,0,0,0,0,0,114
0,0,1,0,0,0,1,0,1,1,115
0,0,1,0,0,1,0,1,0,0,116
0,0,1,1,0,1,0,0,0,0,117
0,0,1,0,0,0,0,1,1,0,118
0,0,1,1,0,0,0,0,0,1,119
1,0,0,1,1,0,0,0,0,1,120
0,0,1,1,0,0,0,0,0,1,121
0,0,1,0,0,0,0,1,1,1,122
0,0,1,0,0,1,1,0,0,0,123
1,0,1,0,0,0,1,0,0,1,124
0,0,1,0,0,1,0,0,0,1,125
0,1,1,0,0,1,0,0,0,0,126
0,0,0,0,1,0,0,1,0,1,127
0,1,0,0,1,1,1,0,0,0,128
1,0,0,0,0,0,0,0,0,1,129
0,1,1,0,0,0,0,0,0,1,130
0,0,1,1,0,0,0,1,0,1,131
0,0,1,0,0,1,0,0,1,1,132
0,0,0,0,0,1,0,1,1,0,133
0,0,1,0,1,0,0,1,0,0,134
0,0,0,0,0,0,1,1,0,1,135
0,0,0,1,1,0,0,1,0,1,136
0,0,1,1,0,0,1,0,0,0,137
0,0,1,0,0,0,1,0,1,1,138
0,0,0,0,1,0,1,0,1,0,139
1,0,0,0,0,1,1,0,0,1,140
0,1,1,1,0,0,0,0,0,0,141
1,0,1,0,1,0,0,0,0,0,142
0,0,0,0,0,0,1,1,1,1,143
0,0,1,0,0,0,0,1,1,0,144
0,1,0,0,0,0,0,0,0,1,145
0,0,1,0,1,0,1,0,0,0,146
1,0,0,0,1,0,0,1,0,0,147
0,0,1,0,1,0,1,0,0,1,148
0,0,1,0,1,0,1,0,1,0,149
0,1,0,0,0,0,0,0,1,1,150
0,0,1,0,0,0,0,0,0,1,151
0,0,1,0,0,0,0,1,1,0,152
1,0,0,0,1,1,0,0,0,0,153
1,0,0,1,0,0,0,1,0,1,154
1,1,0,0,0,1,0,0,0,0,155
0,0,0,0,1,0,0,0,1,1,156
0,0,0,0,0,1,0,1,0,0,157
1,0,0,0,0,1,0,1,0,0,158
1,0,1,0,0,0,0,0,0,0,159
0,0,0,1,0,1,0,1,0,0,160
0,0,1,0,0,1,0,0,0,0,161
0,0,0,1,0,1,0,0,0,1,162
0,0,1,0,0,0,0,1,0,1,163
1,0,0,1,1,1,0,0,0,0,164
0,0,1,0,1,0,0,1,0,0,165
0,0,1,0,1,0,0,0,0,0,166
1,0,1,0,0,0,0,1,0,0,167
0,0,0,1,1,0,0,0,0,1,168
0,0,0,1,1,1,0,0,0,1,169
0,0,0,1,0,1,0,1,0,0,170
1,0,0,0,0,0,0,1,0,1,171
0,0,0,1,0,0,0,0,0,1,172
0,1,0,1,0,0,1,0,0,0,173
0,0,0,0,0,0,0,1,1,1,174
0,0,0,0,0,1,0,1,1,0,175
0,0,0,1,0,0,0,1,0,1,176
0,0,0,1,0,0,0,0,0,1,177
1,0,0,1,0,0,0,0,1,0,178
0,0,0,0,0,1,0,1,1,0,179
1,0,0,0,0,0,0,1,1,0,180
1,0,0,1,0,1,0,0,0,1,181
1,1,0,0,0,0,1,0,0,1,182
0,1,0,0,0,0,1,0,0,0,183
0,1,0,0,0,1,0,0,0,1,184
1,0,1,0,0,1,0,0,0,0,185
1,1,0,0,0,0,1,0,0,1,186
0,0,0,1,1,0,0,0,0,0,187
0,0,0,0,0,1,1,0,0,1,188
1,0,0,0,1,0,0,0,0,0,189
0,1,1,0,0,1,0,0,0,0,190
1,0,0,0,0,0,1,1,0,0,191
0,0,1,0,0,0,0,1,1,1,192
0,0,0,0,1,0,1,0,1,0,193
0,0,0,1,0,0,0,1,1,0,194
0,1,1,1,0,0,0,0,0,0,195
0,0,1,1,0,0,1,1,0,0,196
0,0,0,0,1,1,0,1,0,0,197
0,0,0,1,0,1,1,0,0,0,198
1,0,0,1,1,0,0,0,0,0,199
0,1,0,0,0,1,0,0,1,0,200
0,0,1,1,0,0,0,0,1,0,201
1,0,0,0,0,1,0,0,0,1,202
0,0,0,0,1,1,0,0,0,1,203
0,0,1,0,1,0,0,1,0,0,204
0,0,1,0,0,0,0,1,0,0,205
0,1,1,0,1,0,0,0,1,0,206
1,0,1,0,0,0,0,0,0,1,207
0,0,0,0,1,0,1,1,0,0,208
0,1,0,1,0,0,0,1,1,0,209
1,0,0,0,0,0,0,1,0,0,210
0,0,0,1,1,1,1,0,0,0,211
0,1,0,0,0,1,1,0,1,0,212
1,0,1,0,1,0,0,0,0,0,213
0,0,0,0,1,0,0,1,1,0,214
1,1,1,0,0,1,0,0,0,0,215
0,0,0,0,1,0,0,0,1,1,216
0,1,0,0,1,0,0,0,0,1,217
0,0,0,0,0,1,0,0,1,0,218
0,0,0,0,1,1,0,1,0,0,219
0,0,0,0,0,0,1,1,0,0,220
0,0,1,0,0,0,1,1,0,0,221
1,0,1,0,0,0,0,0,0,1,222
1,0,0,0,1,0,1,0,0,0,223
0,0,0,1,0,0,0,1,1,0,224
0,0,0,0,0,1,0,0,1,1,225
0,1,1,0,0,0,0,0,0,0,226
1,0,1,0,1,0,0,0,0,0,227
0,0,0,1,1,0,0,0,0,0,228
0,1,0,1,0,0,1,1,0,0,229
1,1,0,0,1,0,1,0,0,0,230
0,1,0,0,0,1,0,0,0,0,231
0,1,0,1,0,1,0,0,0,1,232
1,0,0,1,0,0,0,0,1,0,233
0,1,0,1,0,0,0,0,1,0,234
1,1,0,0,1,0,0,0,0,0,235
0,0,0,1,0,0,1,0,0,1,236
0,0,1,0,0,1,1,0,1,0,237
0,0,0,1,1,0,1,0,0,1,238
0,0,1,1,0,0,0,0,1,0,239
1,0,0,0,0,0,0,1,0,1,240
0,0,0,0,1,0,1,0,1,0,241
1,0,1,0,0,0,0,0,0,1,242
0,1,1,0,0,0,1,0,0,0,243
1,0,1,0,0,0,0,0,1,0,244
0,0,1,1,0,0,1,0,1,0,245
0,0,0,0,0,0,1,1,0,1,246
0,0,0,0,0,0,1,1,0,1,247
1,0,0,0,0,0,0,0,1,1,248
0,1,0,1,0,0,0,0,1,0,249
0,1,0,0,0,1,0,1,0,1,250
0,1,1,0,1,0,0,0,0,0,251
0,0,1,0,1,0,0,0,0,0,252
1,0,1,0,0,0,1,0,0,0,253
1,1,0,0,0,0,1,0,0,0,254
1,0,1,0,0,1,0,0,0,0,255
0,0,0,1,0,0,1,0,0,1,256
0,1,0,0,0,0,0,1,1,0,257
1,0,1,0,0,1,0,0,0,1,258
0,0,0,0,1,0,0,0,1,1,259
0,0,0,0,0,0,0,1,1,0,260
0,0,0,1,1,0,0,0,0,1,261
0,1,0,0,0,0,1,0,0,0,262
0,0,1,0,1,0,1,0,0,0,263
0,1,0,0,0,0,1,0,1,1,264
1,0,1,0,0,0,1,1,0,0,265
1,1,0,1,0,0,0,0,0,0,266
0,1,0,0,0,0,1,0,1,0,267
0,1,1,0,0,0,0,0,1,0,268
0,0,1,0,0,1,1,1,0,0,269
1,1,1,0,0,1,0,0,0,0,270
1,0,0,0,1,1,0,0,1,0,271
0,1,1,0,1,0,0,0,0,0,272
0,0,0,1,1,0,1,0,0,0,273
0,0,1,0,0,0,1,0,1,0,274
0,0,0,0,0,1,0,1,1,0,275
1,0,0,0,1,0,1,0,1,0,276
0,0,0,0,1,0,0,1,0,1,277
0,1,0,1,0,0,0,1,0,1,278
0,1,0,1,0,0,0,1,0,0,279
0,0,0,0,1,0,1,1,0,0,280
0,1,1,0,0,0,0,0,0,1,281
1,0,0,0,0,1,0,0,1,0,282
0,0,1,0,0,0,1,0,0,1,283
0,0,0,0,0,1,0,1,0,1,284
0,0,0,1,0,0,1,0,1,0,285
1,0,0,1,0,0,0,1,0,0,286
1,0,0,0,0,1,0,1,0,0,287
0,0,1,0,0,0,0,0,1,1,288
1,0,0,0,0,0,0,1,1,0,289
1,0,0,0,0,1,0,0,1,0,290
1,1,0,0,0,1,1,0,0,0,291
0,0,0,0,1,1,1,1,0,0,292
1,0,0,0,0,0,0,1,0,0,293
0,0,0,1,0,0,1,0,1,0,294
1,0,0,0,1,0,1,0,0,1,295
0,0,1,0,0,0,0,0,0,1,296
0,0,0,1,0,1,1,1,0,0,297
1,1,0,0,1,0,0,0,0,0,298
0,1,1,0,0,0,0,0,1,1,299
1,0,0,0,0,0,1,0,0,1,300
1,1,0,1,0,0,0,1,0,0,301
0,0,1,0,0,1,1,0,0,0,302
0,0,1,0,1,0,1,0,0,1,303
1,0,0,0,1,1,0,0,0,0,304
1,0,0,0,0,0,1,1,0,0,305
0,0,1,1,0,0,1,0,0,0,306
1,0,1,0,0,0,0,1,0,0,307
0,0,1,0,1,0,0,1,0,0,308
0,0,0,0,0,1,0,1,0,1,309
0,0,0,0,1,0,0,0,1,0,310
1,0,1,1,0,0,0,0,0,0,311
0,0,0,1,0,1,0,1,1,0,312
1,1,0,0,0,0,1,1,0,0,313
0,0,0,0,1,1,0,0,0,0,314
0,0,0,1,0,1,0,0,0,1,315
1,0,0,0,0,1,1,0,0,0,316
0,0,1,0,0,1,1,0,0,1,317
0,1,0,0,0,1,1,1,0,0,318
0,0,1,0,0,0,1,0,0,0,319
0,0,0,0,1,0,0,1,1,0,320
0,1,1,0,1,0,0,0,0,0,321
0,1,0,1,0,1,0,0,0,1,322
1,1,0,0,0,1,0,0,1,0,323
0,0,1,0,1,0,1,0,0,0,324
1,0,1,0,0,0,0,0,0,0,325
1,0,0,1,0,0,0,0,0,1,326
0,1,1,0,0,0,1,0,1,0,327
0,0,0,0,0,0,0,1,1,0,328
0,0,0,1,0,1,0,0,1,0,329
0,0,1,1,0,0,1,1,0,0,330
1,0,1,0,1,0,0,1,0,0,331
0,1,0,0,1,0,1,0,0,0,332
0,1,1,0,0,0,1,0,0,0,333
0,1,0,0,0,0,0,1,1,0,334
0,1,0,0,1,0,0,0,0,0,335
1,1,0,0,0,0,1,0,0,0,336
1,0,1,0,0,0,0,1,1,0,337
0,0,0,1,0,1,0,0,0,1,338
0,0,0,0,0,1,0,1,1,0,339
1,0,0,0,1,0,0,0,1,0,340
1,0,0,0,0,0,1,0,0,1,341
0,0,0,1,0,0,0,0,1,1,342
1,0,1,0,0,0,0,0,0,0,343
0,0,1,0,0,1,0,0,1,0,344
0,1,0,0,0,0,0,0,0,1,345
1,0,1,1,1,0,0,0,0,0,346
0,0,1,1,1,0,0,0,0,0,347
0,1,1,0,0,0,1,0,0,0,348
0,0,1,0,1,0,0,0,1,0,349
1,1,0,1,0,0,0,0,0,0,350
1,0,0,0,0,1,1,0,1,0,351
0,0,1,0,0,0,0,0,0,1,352
0,0,0,0,1,1,0,0,0,0,353
1,0,0,1,1,1,0,0,0,0,354
0,0,0,1,1,1,0,0,0,0,355
1,1,0,0,0,1,0,0,0,0,356
1,0,0,0,1,1,0,0,0,0,357
0,0,0,1,0,0,0,1,1,0,358
0,1,1,1,0,0,0,0,0,0,359
1,0,1,1,0,0,0,0,0,0,360
0,1,0,0,1,0,0,1,0,0,361
0,0,1,0,0,1,1,0,0,0,362
1,0,1,0,0,0,0,0,0,0,363
1,0,0,0,0,1,0,1,0,0,364
0,1,0,1,0,0,1,0,0,0,365
0,0,1,1,1,0,0,1,0,0,366
1,0,1,0,0,1,0,0,0,0,367
1,1,1,1,0,0,0,0,0,0,368
0,0,0,0,0,0,1,0,0,1,369
1,1,0,0,0,1,0,0,0,1,370
0,0,1,0,1,0,0,0,0,1,371
0,0,0,0,1,1,1,0,0,0,372
0,0,1,0,0,1,0,0,1,1,373
0,0,0,1,0,1,0,1,0,0,374
0,0,0,0,0,0,0,0,1,1,375
0,1,0,1,0,0,0,0,0,1,376
0,1,0,1,0,0,0,0,1,0,377
1,0,0,0,0,0,1,0,0,0,378
0,0,1,0,0,0,1,0,1,0,379
1,1,0,0,0,0,1,0,0,0,380
0,1,0,0,0,0,1,0,0,1,381
0,0,1,0,1,0,0,0,0,1,382
1,0,0,1,0,0,0,0,1,0,383
1,0,0,0,1,1,0,0,0,0,384
1,0,0,1,0,1,0,0,0,0,385
1,0,1,0,0,0,0,0,0,1,386
0,0,0,1,0,1,1,1,0,0,387
1,0,0,1,0,0,0,0,1,0,388
1,0,0,0,0,1,0,0,1,0,389
0,1,0,1,1,0,0,0,0,0,390
0,0,0,0,0,0,1,0,1,0,391
0,1,1,0,0,0,0,1,1,0,392
1,1,0,0,0,1,1,0,0,0,393
0,0,0,1,0,0,1,0,0,0,394
0,1,1,0,1,0,0,0,0,1,395
0,0,1,0,0,0,0,0,1,0,396
0,0,0,1,0,1,0,0,0,1,397
0,0,1,0,0,0,1,0,0,1,398
0,0,0,1,0,0,1,0,1,0,399
0,0,0,1,0,1,1,0,0,0,400
1,1,1,0,0,0,1,0,0,0,401
1,1,0,0,0,0,0,1,0,0,402
1,0,0,0,0,0,0,0,0,1,403
0,0,0,1,1,0,0,1,0,0,404
0,0,0,0,1,0,0,0,1,0,405
0,1,0,0,0,0,1,0,0,0,406
0,0,0,0,0,0,0,1,0,1,407
0,0,0,0,0,0,0,1,0,1,408
0,0,0,0,0,0,0,0,1,1,409
1,0,0,1,0,0,0,1,1,0,410
1,1,0,0,0,0,0,0,0,0,411
1,0,0,1,0,0,1,0,0,0,412
0,1,1,0,1,1,0,0,0,0,413
0,1,0,1,0,0,0,1,0,0,414
0,0,0,0,0,0,0,0,1,1,415
0,0,0,0,1,1,0,0,1,1,416
0,1,0,0,0,0,0,1,1,0,417
1,0,0,0,1,1,0,0,0,1,418
0,1,1,0,0,0,1,0,0,0,419
0,0,0,0,1,0,1,0,0,1,420
1,1,0,0,1,1,0,0,0,0,421
1,0,0,0,0,0,1,0,0,1,422
0,1,1,0,1,0,0,0,0,1,423
0,0,0,0,0,0,0,1,1,1,424
0,1,0,1,0,0,1,0,0,1,425
0,0,0,1,1,0,0,0,0,1,426
0,1,0,0,0,0,0,1,0,1,427
0,0,0,1,0,0,1,0,0,0,428
0,0,0,1,0,0,0,1,1,0,429
1,0,0,0,0,0,0,1,0,1,430
0,0,0,1,1,1,0,1,0,0,431
0,1,1,0,1,0,1,0,0,0,432
0,1,1,1,0,0,0,0,0,0,433
0,1,0,0,0,1,0,0,0,1,434
0,0,0,1,1,0,0,0,1,0,435
1,0,0,0,0,0,0,0,1,0,436
1,1,0,1,0,0,0,0,0,0,437
0,1,1,0,0,0,0,0,0,0,438
0,0,0,0,1,0,0,1,0,1,439
0,0,0,0,1,0,0,1,1,0,440
0,0,1,0,0,0,1,1,0,0,441
1,0,1,0,1,0,0,0,1,0,442
0,0,1,0,0,0,1,0,1,0,443
1,1,0,0,0,0,1,0,0,0,444
1,1,0,0,1,0,0,0,0,0,445
0,0,0,1,0,0,0,0,1,0,446
1,0,0,1,1,0,0,0,0,0,447
1,0,0,0,0,0,1,1,0,0,448
0,0,1,0,1,1,0,0,0,0,449
0,0,1,0,1,0,0,0,0,1,450
1,0,1,0,0,0,0,0,1,0,451
1,0,0,0,0,0,0,0,0,0,452
1,0,0,0,1,0,0,0,1,0,453
0,0,0,1,0,0,1,0,0,1,454
0,0,0,1,0,1,1,0,0,0,455
1,0,1,0,0,0,0,1,0,0,456
0,0,0,0,1,0,0,0,1,1,457
0,0,0,1,0,1,0,0,0,0,458
1,0,0,0,0,0,0,1,1,1,459
1,1,0,0,0,0,1,1,0,0,460
0,0,1,1,0,0,0,0,1,0,461
1,0,0,1,0,0,0,1,0,0,462
0,1,1,0,0,0,0,0,1,1,463
0,1,1,0,0,0,1,0,0,0,464
0,0,0,0,1,1,0,0,0,1,465
0,1,1,0,0,0,1,1,0,0,466
0,1,1,0,0,1,0,1,0,0,467
0,0,1,0,1,0,0,0,0,0,468
0,1,0,0,0,0,0,0,1,1,469
1,0,1,0,1,0,0,0,0,0,470
0,0,1,0,1,1,0,0,0,0,471
0,1,0,1,0,1,0,0,0,0,472
1,0,0,0,0,1,1,0,0,0,473
0,0,0,0,1,0,0,0,0,1,474
0,1,0,0,1,0,0,1,0,0,475
0,1,0,1,1,0,0,0,0,0,476
0,1,0,0,0,1,1,1,0,0,477
0,0,0,1,1,1,0,0,1,0,478
0,1,1,0,0,0,0,0,0,0,479
0,0,0,0,0,1,0,1,1,0,480
0,0,1,0,0,0,0,1,1,0,481
1,0,0,0,0,1,0,1,0,0,482
0,0,0,0,0,1,1,1,0,0,483
1,0,1,0,0,0,0,1,0,0,484
0,0,1,1,1,0,0,0,0,0,485
1,0,0,0,1,0,1,0,0,0,486
1,0,0,0,1,0,1,0,0,1,487
1,1,0,0,1,0,0,0,0,0,488
1,0,0,0,0,1,0,0,1,0,489
0,0,0,0,1,0,0,0,1,1,490
0,0,0,0,1,1,0,0,1,0,491
1,0,0,0,1,1,0,0,0,0,492
1,1,0,0,0,0,0,0,0,1,493
1,0,1,0,0,0,0,0,0,1,494
0,0,1,1,1,0,0,0,0,0,495
0,0,1,0,1,0,1,0,0,0,496
1,1,0,0,1,0,0,0,0,0,497
1,0,0,0,1,1,0,0,0,0,498
0,1,0,0,0,0,0,1,0,0,499
0,0,1,0,0,0,0,1,1,0,500
0,1,0,0,0,1,0,0,0,1,501
1,0,1,0,0,0,1,0,1,0,502
0,0,0,0,0,0,1,1,1,0,503
0,0,0,0,0,1,0,1,1,0,504
1,0,0,0,1,0,0,0,0,0,505
0,1,1,0,0,0,0,1,0,0,506
0,1,1,1,0,1,0,0,0,0,507
0,0,0,1,0,0,0,0,0,1,508
1,0,0,1,1,0,0,0,0,0,509
0,0,1,1,0,1,0,1,0,0,510
1,1,0,0,0,0,0,0,0,0,511
0,1,0,1,1,1,0,0,0,0,512
1,0,0,0,1,1,0,1,0,0,513
0,0,0,1,0,1,0,0,1,0,514
1,1,0,0,0,1,1,0,0,0,515
0,1,0,1,0,1,0,0,1,0,516
0,0,0,0,0,0,1,0,0,1,517
1,0,0,0,0,0,0,0,1,1,518
0,1,1,0,0,1,0,0,1,0,519
0,0,0,0,0,0,1,1,0,0,520
0,0,0,1,1,0,0,0,1,0,521
1,0,0,0,0,0,0,1,1,0,522
0,0,0,0,0,0,1,1,0,1,523
0,0,0,0,0,0,1,0,0,0,524
1,1,1,0,0,0,0,0,0,0,525
0,0,0,0,0,1,0,1,1,0,526
0,1,0,0,1,0,1,0,0,0,527
0,1,0,0,0,1,1,0,0,0,528
0,0,0,0,1,1,0,1,0,0,529
1,1,0,0,0,0,0,0,0,1,530
0,1,0,0,0,0,0,0,1,1,531
0,0,0,0,0,1,1,1,1,0,532
1,1,1,0,0,0,0,0,1,0,533
1,0,0,0,1,1,0,0,0,0,534
1,0,0,0,0,0,0,0,1,0,535
0,1,0,0,1,0,1,0,0,1,536
0,0,1,0,0,0,1,1,1,0,537
0,1,1,1,0,0,0,0,0,0,538
0,1,1,0,0,0,0,0,0,0,539
0,0,0,1,0,0,1,0,0,0,540
0,1,0,0,0,0,1,0,0,1,541
1,0,0,1,0,0,0,0,0,0,542
1,1,0,0,0,0,0,1,1,0,543
0,1,0,0,0,0,0,1,1,0,544
0,0,0,1,0,1,0,0,0,1,545
1,0,0,0,1,0,1,0,0,0,546
0,1,1,0,0,0,0,0,0,0,547
1,0,1,0,0,1,0,1,0,0,548
1,0,1,0,0,0,1,0,1,0,549
0,0,0,0,1,1,1,1,0,0,550
0,1,0,0,0,0,1,0,0,1,551
1,1,0,0,1,0,0,0,0,0,552
0,0,1,0,0,1,0,1,1,0,553
0,1,0,0,0,1,0,0,0,1,554
1,1,0,1,0,0,0,0,0,1,555
0,0,0,1,1,1,0,1,0,0,556
1,0,0,0,0,1,0,1,1,0,557
0,0,1,0,0,0,1,0,0,1,558
1,1,0,0,0,0,0,0,1,1,559
0,0,0,1,0,0,1,0,1,1,560
0,1,0,1,0,0,0,1,0,0,561
0,0,0,1,0,0,0,0,0,1,562
0,1,0,1,0,0,0,1,1,0,563
0,0,0,0,0,0,1,0,1,0,564
1,1,0,1,0,1,0,0,0,0,565
0,0,0,0,1,1,0,1,1,0,566
0,0,0,0,0,1,1,1,0,0,567
1,0,1,0,1,0,0,0,0,0,568
0,0,0,0,0,0,1,1,0,1,569
1,0,0,1,1,0,0,0,0,0,570
1,1,0,0,0,0,0,0,0,0,571
1,0,1,1,0,0,0,0,0,0,572
0,1,1,1,1,0,0,0,0,0,573
0,0,1,1,0,0,0,1,1,0,574
0,1,0,0,0,1,1,0,0,0,575
1,0,0,1,1,0,0,1,0,0,576
0,0,0,0,1,0,1,1,0,0,577
0,0,0,0,1,1,0,0,0,0,578
0,0,0,0,1,0,0,1,1,0,579
0,1,0,0,0,1,0,1,0,0,580
1,0,0,1,0,0,0,1,0,0,581
1,0,0,1,0,0,0,1,1,0,582
0,0,0,1,1,0,0,0,0,1,583
0,0,1,0,0,0,0,1,1,0,584
0,0,1,1,1,0,0,0,0,0,585
1,1,1,0,0,0,1,0,0,0,586
0,1,0,0,1,0,0,0,1,0,587
0,0,0,0,0,0,0,0,1,1,588
0,0,0,1,0,0,0,1,1,0,589
0,1,1,0,1,0,0,0,0,0,590
0,0,1,1,0,1,0,0,0,0,591
1,0,0,0,0,1,0,1,0,0,592
0,0,0,0,1,1,0,1,0,0,593
1,1,0,0,0,1,0,0,0,0,594
0,1,0,1,1,0,1,0,0,0,595
0,0,0,1,1,1,0,0,0,1,596
1,0,0,0,1,0,1,0,0,1,597
1,0,0,0,0,0,0,0,0,1,598
0,1,0,0,1,0,0,1,0,0,599
0,0,1,0,0,1,1,0,0,0,600
0,0,0,1,1,0,0,0,0,0,601
0,0,1,0,0,1,0,0,0,0,602
1,1,0,0,0,0,0,0,1,0,603
1,1,0,0,0,0,0,0,0,0,604
1,0,0,0,1,1,0,0,0,0,605
0,1,0,0,0,1,0,0,0,1,606
1,0,1,0,0,0,0,0,1,0,607
1,1,0,0,0,1,0,0,0,0,608
0,0,1,0,0,0,0,0,1,0,609
0,0,1,1,1,0,0,0,0,0,610
0,0,0,0,1,0,1,0,0,1,611
0,0,1,0,1,0,1,0,0,1,612
1,0,0,1,0,1,0,1,0,0,613
0,0,0,0,0,0,1,0,1,1,614
1,0,1,0,1,0,0,0,1,0,615
1,0,0,0,1,0,0,0,1,0,616
0,0,1,1,1,1,0,0,0,0,617
0,0,1,0,1,0,0,0,0,0,618
0,0,1,0,0,0,0,0,1,0,619
0,1,0,1,0,1,0,0,0,0,620
0,1,1,0,0,0,0,1,0,0,621
0,0,0,0,1,0,0,0,1,1,622
0,1,0,1,0,0,1,1,0,0,623
1,1,0,1,0,1,0,0,0,0,624
0,1,0,1,0,1,0,0,0,0,625
0,0,0,0,0,0,0,1,1,0,626
0,1,1,0,0,0,0,1,0,1,627
0,1,0,0,0,0,1,0,1,0,628
0,0,1,0,0,0,1,1,1,0,629
0,0,0,1,0,0,1,0,1,0,630
0,0,0,0,1,0,0,0,1,1,631
